timestamp,user_id,pixel_color,coordinate
2022-04-03 17:38:20.073 UTC,xfh+co9xom0B2Pls9HuCnjOjC505MiYbMDwus5cDIrn8kuXM+UjRozTTuR9puQBVU8h3jwP7/m0JX6+4I7F+fg==,#3690EA,"60,918"
2022-04-03 17:38:20.073 UTC,j+sbxhjsNW8yE0utTHPM+W9m5zgS+3dlMU6pbiqBlU/irGG7obp/x0N2EVgA920v/zl8Cu/sHCHZtsY3hb5wMQ==,#FFFFFF,"449,328"
2022-04-03 17:38:20.074 UTC,P1uIqInXtnIlWdgjqh9vyzTTJXyU8vOl7+OobDGHGuSua9/DBeoc2QeNl86MxFtstXlHKCoSGGReOrHBEmyGdg==,#FF4500,"750,968"
2022-04-03 17:38:20.074 UTC,skY72yfw7nghlne+nqcLTylw2TnLTBceWA/SbAnrT8iXbWfxD2UFefV7ug3P04RAgp/ZuxzF/Kq1Li1H5GKKZQ==,#000000,"41,991"
2022-04-03 17:38:20.074 UTC,8hYdXF7Y5JAUFz9K9nATMMFAk0relDilLwfGV+UuK3CSKbxr6ErvwrAHhGeKwV4hL5wI1xNrl6jy8693+TPhyw==,#000000,"19,976"
2022-04-03 17:38:20.074 UTC,FE10kyCceWTOUKwmXI9L+NXKWAAktKgh1aCOk/8mcIcVJBvnBUqPfPNnWhORXnnjc3dJUgHg4bViebSaZRWxEg==,#000000,"339,518"
2022-04-03 17:38:20.076 UTC,VNCaI/9BxtXkEcAyvYmKpuF/pTyLbdYqV+c1Qhd7TVulyZXMbfxPIenD0QJtO+2cd4Sz/ZOokJ3mbfIet9ev7A==,#7EED56,"19,122"
2022-04-03 17:38:20.076 UTC,nJvg2bkLDr6mpIooFF0EXzhhahCXKQ+HAXDx6Kcb+ei4K+ZtDDGGtTmRPWDgVY6Z+PI6VID8GRQlGWNaW2fS9Q==,#3690EA,"72,962"
2022-04-03 17:38:20.077 UTC,XlYkFn0Ra4PWan+r7CGfXH4/irBttHKZZrOc8bIpsXglEgB7FPp/ofs7fykE81HxI0Qx4GZ/7DqCa9BGIpitqw==,#000000,"345,471"
2022-04-03 17:38:20.077 UTC,oyWvzpbEFmC3V2bG+wj1IvrMbuGBzD8BcFukSnnJPlq0zkX3qBA4k/Uv1cM1yckkwVrOM3m9m1UYGKhQpSiaqA==,#000000,"16,949"
2022-04-03 17:54:29.176 UTC,MjnXzyq1Y+fBEQnG9xZFSEnoHiCLVMC1m1jpuQAp2Ay83Ae1Grg+xfVJ9awqHn7xnOo4I3/FnBJC6wDjpDji/Q==,#3690EA,"1909,983"
2022-04-03 17:54:29.179 UTC,0LXrne/w6tCUALv4Ol6WgOO30hIqE130+fUDkSo4YtaQWnJdICFvVpdb2uxHYDVWSJgoK5XzNQCx1CMOINQF4w==,#000000,"76,975"
2022-04-03 17:54:29.179 UTC,t8JxrBzn+hSA2Xqqk5WrrYlfGcTYKkn4fcHI5b6sINyIZj6i79tgVZpU+aUQT3/bssRU6LqMfjMwuojFoD2Pqw==,#FF99AA,"874,676"
2022-04-03 17:54:29.183 UTC,e9iM2ca7HnWemQBjkX/QZ7PjbJHp6fRT+QxCx2A3Rnlaqc7AVvSyuZpzSJHzzotOCAxWovJa/w62GHjgXNo09g==,#00A368,"664,117"
2022-04-03 17:54:29.183 UTC,rMWHFnRyNB+xJ+9Q8qmEH/QTkCoBOSt1ZmlzutdONdOfxgpDp4RKrk3cc2xmJsHsESe6SEH9AECriH/dnhY0lA==,#FFFFFF,"45,958"
2022-04-03 17:54:29.185 UTC,PTRRhFHLAgAwkUA53YN2bPmkW3GTa5TbeTwTENWHMhYzsxKAMfoDe7ex6FwkVHF30OVMIpDwkfIkZHfAryWb9A==,#FFFFFF,"1007,754"
2022-04-03 17:54:29.185 UTC,lWnaWvagLjBdSGk3b1ZMe/c1RAHfC1Fs2DH/n5rlbVBD7bJ42MmhBGRan16zz8+sg35cF070RINctOTdHqjBfA==,#00A368,"1399,656"
2022-04-03 17:54:29.187 UTC,BH1ENHLzA0djlq0ycjPMjK74WVgBuXDtmPS2s+GMi1npwgChUrkjPYN1IO9uF71MrwmjrfIWV7cykHXYxu4Drg==,#3690EA,"65,916"
2022-04-03 17:54:29.19 UTC,OIGXGXuis6oloAmdaHX4sOfobmr9vd1dKY2qUucnklXcZsNL7vdA5fimeu44SGgtpRSusG1rBjZptE2vNQffWQ==,#000000,"75,939"
2022-04-03 17:54:29.192 UTC,swWSkVI1WIVyJRfUCw5/tkThze8s1kN9+SyqU97atmsVldc3WBcWagWX9URBmT+ZKqgLTabprSLPN+7mq62GvA==,#FFFFFF,"1181,303"
2022-04-03 17:54:29.196 UTC,PDHAmI4wXwpP5Z1rt15qiKQXHmq6wTkwAk9EO4prEB91cWc05MwZ36rPL4fpAMXg7wMUhpBZvRJO3GwF0lZMdA==,#FFD635,"1975,363"
2022-04-03 17:54:29.204 UTC,/7LW2hjrFFNxvyF4xyngOhKBGNJ84oOkPp2lvUKoXJGl4URASOnOUZDFq5O95mw0JaNbFW0sL2tHq6IGpNETGg==,#3690EA,"25,991"
2022-04-03 17:54:29.206 UTC,koA5q0k3+cFr7u0IcXI6utT/dnMLrsy6JQy8lCFHg5QooRbVfz3Q9jEV+nr5VNnBRDA/silZ0ObA7hMpu0VRjw==,#3690EA,"70,935"
2022-04-03 17:54:29.207 UTC,Eg14J0vSgFuoRzHKQXoHkkG9X0YUx4kg5Te5iEvM5NSdUQleTbzKwSHAoQheLOYyrurXjAyjPcHdCi75hsmB4A==,#000000,"46,951"
2022-04-03 17:54:29.209 UTC,RezcUQQLsopId6MDlq8SmAIOgJ/BwlrL3/XycQATyWWrQIGWAYLT163+r0WSjy1x0c4NZeoDC4wR8eW83nUu/w==,#000000,"15,274"
2022-04-03 17:54:29.209 UTC,ff0eIFoC8Nz9YzCg/raWa+yWHde6rxo4t2h8+zo26fRzYPG7Rc3I4y+tjqgK3kdzH5yliDO0l/Ylct7cnf0Xfg==,#3690EA,"1282,958"
2022-04-03 17:54:29.209 UTC,NeaaFisEw3/dNwRQwT019dM0DLS5YIEK13NOCWzUjsej5sG3kqohK6TdpAd9LrUo8t09jyDfvwAtrpxbl5kucA==,#811E9F,"1513,992"
2022-04-03 17:54:29.209 UTC,hKpzLKznXCqjfA+u3JDUecjq+enYtOxgz23fmlkHwtvtC7cufCVI/PQuM8/zRa7O1okcoVKnM8WjgiBv4cP5qA==,#BE0039,"666,666"
2022-04-03 17:54:29.211 UTC,JDxlo3QHa52TUiyELcrr1IsgL6iNBUfOzFi4DobLL5ROE0YII64zzW641krhXyx1qvF1Lnyvu8rak4dcewOJjg==,#493AC1,"736,733"
2022-04-03 17:54:29.212 UTC,E8cF1Gew18Z3VLlyEbMk79pVTo5hJYp49hIWFRFBEx6rQ/HynFcCMEysIUKhff4UlFP4PzRrafBC/MBtO4GeYg==,#3690EA,"65,919"
2022-04-03 17:54:29.213 UTC,mbPpymh9FhbbzC4Dty5v7YiOzrYtiIRRR5FfTWpimZvRsAeCN+9NRtoskQEeVtA7eoWLfSVzRBn6Cxfh5Mir4Q==,#3690EA,"44,941"
2022-04-03 17:54:29.214 UTC,ZLVlGdGEMJdERxlsuXerxEQKmF9YWgKQxg690bCIqttTDGdSXzyxTel8/0UOC3rwosBEoL5EwrpT33kwxFCzIQ==,#000000,"1841,672"
2022-04-03 17:54:29.215 UTC,Df27O/OUpTKMbRIKbs9VgIVH9OD5w/+sbZOaGCNaULKjBcLHk7lxibiN+w35gJETg9EpnYSYer+zQY3v3aCwRA==,#3690EA,"14,967"
2022-04-03 17:54:29.216 UTC,wk8V5PU4yU1kB6SH/HV45E1lhzCyzDqzzfFxiVyNBspjELyxtUDak8/8vPJWNwyCNQAuKEWwhOwxK3lBH8a9eA==,#493AC1,"1668,374"
2022-04-03 17:54:29.216 UTC,a9+6a2R6Uhl75OyXa5GwqkmEky44lqFkeOSpTHQfhFKum0AZ6TP1JMN7ouOo9zYhtlQzgsYPz5ArgCQ02VHtuQ==,#000000,"435,529"
2022-04-03 17:54:29.217 UTC,iMRkdXsOXkSRYSzi0IYtjoZie3ncgJFHVKiBVThMqelI0S8NplK3DcGDPKS9BF9drXqcBnpwql7yl3LmwfHucw==,#FFFFFF,"625,453"
2022-04-03 17:54:29.219 UTC,7kkZVq1byMmaoz9+f9cW8g8Ln6JbdVYRVrVzSpA493yOydKopIAMbF6FmsVu/AaHariPs4Pg9GsCthYOhntEkg==,#000000,"16,915"
2022-04-03 17:54:29.219 UTC,bZ/o/RMzA9DALhpSTishS44rM87EeavoUZQh3vBcTQ+ji/ITvBGqD2aPCaEDbbKjnNsfXtsdltv7UU6QN+fGyA==,#6D482F,"348,141"
2022-04-03 17:54:29.22 UTC,wyo06pdnHBvjdDoHmGL0dc8MHFMm5BZwkR+wK9M9ohgVko9eAm6vGeN7YVE2zLwfLoNdf+4g4TmSXh2n5hUXLw==,#FFFFFF,"469,937"
2022-04-03 17:54:29.221 UTC,ojNv5N7GaVIB5P3MrJLgtktS9hpsuLO8IhLpwmiAjmrpOI1hl7239Ez7aucZbwWtzwJNfSrsLUhYocmxOgtQnQ==,#FF4500,"411,513"
2022-04-03 17:54:29.222 UTC,8lP/EvpM0eczytgfEVIphc9SK4yuf6sdFrwSslzHk+gLe+pd+sS2ucmbOA37WzXRAHJaAtxTErQneA8He6/QjQ==,#FFD635,"1879,993"
2022-04-03 17:54:29.222 UTC,4rAWnF5H+Cp2XcVqhfcDtTkD2tzZWNWONybrcnu9Oq1O1bh36mC32Dtlt3cf79pft1GJHdbRB3F4a/6D1SSobQ==,#000000,"1257,64"
2022-04-03 17:54:29.224 UTC,FIozEuSz9T0hDSyT7sqU5q3KIt2IlEbXDhvn02JCFpDrevLqLbwE7Usw4hpVqV2LJxjC64g0S4rVHtvs0BXhcw==,#000000,"478,619"
2022-04-03 17:54:29.225 UTC,XyjRJlMyh1XfQEETUJmbn+99LeIe7et4mXdO6OKqBXYXoJ9RiyIXxq4RjkhNrkJ4Q4SoKENVYZ4HMEJaIqvBoQ==,#FFFFFF,"37,935"
2022-04-03 17:54:29.239 UTC,wlQa7wtOONXFV+IkZMAPrudpuBR2MBFafHTEQKV6cXGdBLBH8QZPmfMyT6F3EEy+wl9TgR97dEngBg++548mNg==,#898D90,"1636,232"
2022-04-03 17:54:29.24 UTC,Q2wFGEXv+6TrL/xDHp64DLS5VVAyWE2G1xLI4YqZoIBC52pyXf3KcOJxnCoG6cE03Fkpp82Eumcb9TzOy703HQ==,#51E9F4,"359,564"
2022-04-03 17:54:29.241 UTC,fzK6JUagfifBxkoX2vhobRwL6paM2YZm87Fdi1X2mHQfnvxj5s12icJ8XxZOJkzrLn5OsHVEG+t+qc95x9iyJg==,#000000,"72,946"
2022-04-03 17:54:29.241 UTC,1S/c3tp9yX3O45SoeZfrnEvsf3tvlaSr9tHzxmHLWnrvpREStxBQOrOSlkyMGw93OmgzOaCMfw2iTrMa4SsZdA==,#00A368,"423,921"
2022-04-03 17:54:29.242 UTC,LuY8b3gzxBhf0kLZPy+PB3CqXNuZETRdn1GS1K8acp1csMgEpqVfGcZfMJixaRHds9zPNA9RBjddXIWGuabBug==,#FFD635,"634,876"
2022-04-03 17:54:29.242 UTC,E94bIlgiC+1bje1SWbm3gzKZHZd6WnhZfx+rJTkxWJ71XZzqXQN6V/J7hR4Z1yB9mf+qfrrEbfD/s+bOnwK4Dg==,#000000,"59,996"
2022-04-03 17:54:29.242 UTC,KRXON4KyAJjOhnWEDvXRcGxKlimlxCsisHz8DerJZrqUx6u//zlu0efmnq184mN25uLtFUAD/8Y0UIfW16/YxQ==,#000000,"367,495"
2022-04-03 17:54:29.244 UTC,I1hFG1gPdoBhqAmMDikKPRUFW5zcSctVF8/5LWQEh2C+aJDt44gOW6vlLoca1xXQU26rCu91mI4e/taA0n/zfw==,#FFFFFF,"1640,268"
2022-04-03 17:54:29.245 UTC,lqbv0eK9m+E9abgUhEyG2RyNX3h0BJhRua+lx0zL+r3N/GZ9/YpRPH8ADqetTtvI+KJNg6oO0IOgu2A2oIRleQ==,#FF99AA,"1986,283"
2022-04-03 17:54:29.245 UTC,YAQV0KgKFGPoCdPAIQjJkIAglCiJEy/cu0IeBAnBII06DTiVIMcGrdL35awC/aJpsg80VU6bjxv2sNHMghpmtA==,#FFFFFF,"393,390"
2022-04-03 17:54:29.246 UTC,UNCUwf8PXc2X+L+oy6T9FrFSmRvuG8ajoRmsylr7kZVQovKZYtXqOSE1eXnE1jh9N8HhEYzxfplXARIPEU88Lw==,#7EED56,"933,904"
2022-04-03 17:54:29.246 UTC,AqWN2hx3mAzJXspKiJ1cMezq54zofwNCCyz8cce4dXrg2wbRYFWvBKcCZFCn6Znybshk0gmqVutVdqrUTYUkHA==,#51E9F4,"1534,829"
2022-04-03 17:54:29.247 UTC,ADdmV1eTjphG7gW6161ax/xf3/rh3Dvl763ja0iF97CGf/dXp3kkC+3uVjh6idF7v+xzC8cAEDk8CFQ1VYPyRA==,#000000,"50,998"
2022-04-03 17:54:29.248 UTC,rAlT6JPgRRfiAe5s1Hq49ExCvywcKrHsx8gCdQF16W/az9ff+Z5pQYQxagvwcS6Te6VfSFaull0jbnINQObbOA==,#000000,"779,222"
2022-04-03 17:54:29.248 UTC,J3j383L/QXLy7Pd62wwRLeCnLaEyM7w2qDIz/Cu3XK7XnNx0LgJ8D7R450QDUBbzd/B8QsWajtW/ldXip4xHxQ==,#000000,"48,996"
2022-04-03 17:54:29.248 UTC,PcapwmFeucwyJkOHhzrNpe0f/DYvsThrifPnB85xqeB/FOAlCbtPCigdagyM4e20Oi2eM3hXe0ix0B1xCx6h8Q==,#FFFFFF,"1487,457"
2022-04-03 17:54:29.251 UTC,GN4pyna0lqqsPnZe1WNiOaW7TEKbS1VgSYZcaoItnFE9dvzr4Gj5xEBPEhIcgw/ClePzV3FR40mYixRLHrKZqg==,#FFFFFF,"1340,757"
2022-04-03 17:54:29.255 UTC,WRk0ts7GNPyqiaMtqySsII3WvugBMG6WsXE9pl3zCDc4jKGRsHAxtVNADHpncw+UzLrGPgwalJTxy4qrkxw0mA==,#FF3881,"1502,466"
2022-04-03 17:54:29.255 UTC,URGSmtxiO4oFObh3WGBrkSRUePN6aXJzGHA2t+f+u0vf3F5CJO7wRiHh1ibRJQbpT3knnicNGi7p28uf1IMH0w==,#51E9F4,"1548,781"
2022-04-03 17:54:29.256 UTC,i+rbB9XsOi6aZebXbf40T2JPfmupZybIGdLz8hEo+k98KzkKzy1A5XaWVHzb4MI0qASJrFW6C63/CXsXLeoFrg==,#000000,"1451,734"
2022-04-03 17:54:29.258 UTC,CVeDiNMh9Lkkk0oP6++h0DY5dbStZULOrAFWmC47zHPGVNWUumEgxc84dtJb6ScL9vm1yOv3HePkgEG/GyJt6g==,#FFA800,"1335,952"
2022-04-03 17:54:29.258 UTC,l2XJ/kwBmawSYxEIGu+ifr2PnnYMspEMVv148kNmaTP5oh0lr3DNsz4MWP3LVwGSfoRhixqv9h+wzVuJf1Mjkw==,#000000,"336,502"
2022-04-03 17:54:29.259 UTC,84gQPbctvnubBCqyqA+c4NHglXjcN826lY4ViqLWuj/Qr695E9LlfGzTMuut7NdWGafvWtAWzrccjWGA106eiw==,#FFD635,"1969,362"
2022-04-03 17:54:29.26 UTC,LD0or4yqsw1bYt2Z3QCfB7o+7ycoShH3ktzJXj77LJrEZu9FTK6uquoX4xoLcYHGxNePiB7cqqBsGabqLm6Vbg==,#3690EA,"73,920"
2022-04-03 17:54:29.26 UTC,EbmoQsFVw2Rkjls4zOmLVjI02UbZbcMhpQVHehfrehPhLNgnIfNyB5urCjkdsQJ6xNQboZUXIEIcZTHvbJR4Rg==,#000000,"372,463"
2022-04-03 17:54:29.261 UTC,9qAA1zsNf8fUXIcoz0fF6CSkVNP4MacbBjpQU8eT9b6oJ2kS9PQGOIaCO0TwRVVHv0pbSI5pYCzeq9jH4KdiVw==,#3690EA,"14,958"
2022-04-03 17:54:29.262 UTC,HuZj2uU1x9P9dACzSkqwpIdidgcSuuI7FVOAc8/DmGmWTWrHrPu6ndAkv5Dv8FU0gnojZ1MflnfbsshAQlwrNA==,#D4D7D9,"369,943"
2022-04-03 17:54:29.262 UTC,z8Nj0+7lOo8LWvTXpwJsCjMF2sAgCUZi3pFOa4OycsjUTb4vDe1e+j4MvapMUx7yQKdeJhfceshSZ23vAf7Cmw==,#000000,"1896,926"
2022-04-03 17:54:29.263 UTC,8FOnsWxqcgA+0Cj2zLCXO6pYpJUg2XCCfgRYp4h37Gccb3YzlgsEBwv7vV/XNLu6ycgcdMbJWdHvXiDHK2WsEw==,#000000,"771,744"
2022-04-03 17:54:29.263 UTC,s5LmgoTFzryaloUKiYpujZqbiYWuMqH9TRLsmjLJdLkUP5c1o63VCLeE3MIg6LDeUU3jm3pepQFBD4MSnkaHpA==,#FFFFFF,"1193,407"
2022-04-03 17:54:29.263 UTC,KxSPq2y6VB6K2hiioxjNTYh5+acRpzTS4eTIc1irV38JF8RoVnb9zLZuFIUCxdzlQ25ZPZ+/f2rgIMaOz+z74A==,#D4D7D9,"1723,987"
2022-04-03 17:54:29.265 UTC,VhxEpfphvjLzmq0jhtH+JBfHmB+NLYvazCXWKDvXTO/upw4cTD/12uM9/FNvrGJGUiLgH2c85b2OX4fm/t/JBQ==,#FF4500,"878,289"
2022-04-03 17:54:29.266 UTC,4GZKojlOhKXuQiaKEf8/KpCsOUAnUsEOqk1QDmlghesQuG3Jt2XC/VdCNUbzsGy9puFTovFCzvW3HO8ufqwAxw==,#FFFFFF,"1191,174"
2022-04-03 17:54:29.266 UTC,5Vh/ZSSl5M+wZyMeSjawiIBAFjA4I2A6xZ/FBShVHZ/DnNfY0EmCNuyDsglcEPzC+QyXdSjYtazqAiRdQ1kxAA==,#00756F,"1045,390"
2022-04-03 17:54:29.266 UTC,3wJFAAYrb+qNx8ozkQsqfgyW0Fpg5z5klYD3G9ztDHzNyEloCVlMjG5JsMgNP1WZUxpVYIGS/JlUTXVc/a7KWA==,#FF4500,"1459,390"
2022-04-03 17:54:29.267 UTC,yW93q4jExd23FTcDe0ugz3IiuxT+FXCDAn9iTVGg7Ry4ky2MWUaW725yAKQdFLfIeKb8T5vwPeCSBaZqi/4jIA==,#FFFFFF,"612,454"
2022-04-03 17:54:29.269 UTC,OROpmBmyEyccVnxy1YZKSPhNW+07EMhjcIbzo19T95LuG7OSM1J4VrqewSqg6l5YWRp6ghBn2TroqC2CA2eKDg==,#FF4500,"430,524"
2022-04-03 17:54:29.271 UTC,rVVPaP8iFa5hUYGvHy74WjCBXUR/j068jhyK35u2zweNlGIV03QKRhnn0OqsfK4cEUt5h6jtn4codSMjtyzqMQ==,#FFFFFF,"133,118"
2022-04-03 17:54:29.274 UTC,11fg9WfAlMQpArUle2qAuU/oJ7zUy7K/ceClH/fZ/tvPoYnvFYE4YeehpK6rK0PKJRJM+c8GCAn+tbYF7xUqqQ==,#FFFFFF,"40,942"
2022-04-03 17:54:29.274 UTC,AA0wOtQSJsa0J6Ry+m+U3Wl+7utIOFAdnpICPikQN+wwuJqtWD4VjMT+kRPygPZxT53K7rPv+OCM9GRjfY5ZVA==,#3690EA,"34,970"
2022-04-03 17:54:29.274 UTC,z1vggaiS381pOv6PgOGQMh0JPbtkHu7PXfZakSN9rOXjGGEC/yhvpmAlhW4SAqqEs1bczrITaUk5yGgdSwXxYA==,#000000,"37,994"
2022-04-03 17:54:29.275 UTC,uavTItpwL5t7GNAJFKC1x8ETsVdPcw/8B0taf9c/Vfve8X1zXOx//3G6Em6uaMYvkx3xv0AvpK2Lb7o0kv4dGg==,#000000,"442,528"
2022-04-03 17:54:29.276 UTC,H7M/ApFpAeR7Gk9rqsgXNwGGgAUs9mVw4U2GjUtMcV1U9Y1M5Etpar5HooeJeqqA8SX+OKgLKWLcXUcAhrifJg==,#51E9F4,"1984,181"
2022-04-03 17:54:29.277 UTC,ipHNkl4PnZqYly+JIvA2OiLeTvRktTBaPpgJbFUnZKZAQt+VFwyPMJIT1apyJTqJW1hpQT6lgD0+ILNf9fTtdw==,#FF4500,"874,741"
2022-04-03 17:54:29.278 UTC,Pc4cKsB58izC0M9+2YigKDM8RwWgPV88oa2x8IaiVY6U9hNMa8QDOKyxcpzZoO316ofboKeiEwBEXVlyE4wsYg==,#FF3881,"750,744"
2022-04-03 17:54:29.279 UTC,PrWoA2iHONFuxQG1ijx8wrH6j6ROTCqB0V66b3O2EYysLizc9JWOW3E0VI9UWJwoPx9fJDv3bPU7S9gCt2cQdg==,#FFD635,"1640,265"
2022-04-03 17:54:29.28 UTC,zsmn99VAW7KJaPhqnejwuPlc/ExSsjpbWkmkWPpzi72VzHGveWd4kj+ACUHrGx5b1EOEHFO3bkXWxtDWpCmjLg==,#000000,"1811,893"
2022-04-03 17:54:29.281 UTC,lOfi2gugkbSNQ8AUMSyVimViga8AHChEMw2TwJ8wCMLlmh9EfFv5YrZUJPAPCHU+DiWTWFfv3R0jrSI6qtw+Cw==,#FF4500,"414,768"
2022-04-03 17:54:29.283 UTC,6FfUWpAw8zpnFim6m9892oxD8TUP4/ycrnK7Z4wgQzLocDVlEwMXOFzqm/iZekdolx6rBedXTiuz6/BdOiZ4wg==,#3690EA,"18,971"
2022-04-03 17:54:29.285 UTC,x0HKUyBi9W6pQcQEmXGuO5ojgXflOEpJuej9v2gCA0uX8dbtEugbqnvvKAoBPHvnbGaQm5n/XfEvjekXoAZNVA==,#000000,"1247,558"
2022-04-03 17:54:29.285 UTC,T4WPlPoZmsrBEcX9u8zrOssH26E4hINuTLE7MozUeYRlhngjKemNhkGYD+7paNJ6kQwiZOjAvyg1gcqsx0oFmg==,#9C6926,"1818,403"
2022-04-03 17:54:29.285 UTC,Zhxb9cZp6epfReyHvxgEXN5DW3myitd1vo6qzsqTZZ+VXVsyoXoXkVSifxUuoOjAbmqh/GDx82R+VY5jpSZ/6w==,#51E9F4,"444,528"
2022-04-03 17:54:29.286 UTC,LUiHH3rMJChKb9oM16BzgJMd+L5PzOtUHUgbnBL2IT1O29Qzog+RQnnKnmXEDZndcd1FZn8G+Ucgsmem63LJ1A==,#FF4500,"136,87"
2022-04-03 17:54:29.286 UTC,qLLDP1kWFdh96KTA6amA6Ye+X5yFm26SsUm6xZQ+K/QQcNEuroQbprnznA2zKUdFFQ/dEw6QSNd04OrYD6NGAQ==,#FFFFFF,"1787,307"
2022-04-03 17:54:29.287 UTC,j1qRe9L89rzsdg6uKCZJywHkCLnRkHkJxPKwUmvV14NDCSh73uXjndNPazY8uBhzEe8y+G+eYB7ikZ9t+aDVfg==,#2450A4,"1933,989"
2022-04-03 17:54:29.291 UTC,tdt/ywNLKK/YTZq8dmJVK0trLMBaeAxB1OnhlrdcOxWujw7CVrtcn1oOMihbWnXLHgq+GEpHnMFzVL2GA8uz8g==,#000000,"66,987"
2022-04-03 17:54:29.292 UTC,6+3nbp1XZ6Z1hS2Gq3oRu1WKvAnokGuehWjr02GWjTqZLU3cY4UdnXN718HQ1QRwT3bcTFnU+oybx0YByqObmg==,#000000,"16,964"
2022-04-03 17:54:29.292 UTC,kLXPQ0DfzUr47ubtYDIBQ8LIijUJm7YjEPfHvUD5BoQ1RjiDj3nZNb/FyYPXwPypZqGRwxy5UUFuGYU8yXSIzg==,#2450A4,"382,184"
2022-04-03 17:54:29.293 UTC,E1cqeiqa+hzT4lpfZpEIrPVLI55P/29DnQTLZmG8gBS6mP+b8w59Pyi2t4EgjNo5Zc+s+NL9IUXkQj4AnPNd5w==,#FF3881,"385,515"
2022-04-03 17:54:29.293 UTC,jS2b7vmWpAdRSHfaW8nftIq0QfqENZvP2G3aiWCe6kjZ3wp7Rzim5lPTzqxe0g3w7F+iSIocIjPsJbFVmJoH8A==,#B44AC0,"85,969"
2022-04-03 17:54:29.294 UTC,X58tI4x21BAtbontmJ7MvzqBNa/TjvWRpFeEg+lrT3thWo35nH1Xyi5a7Cx2U0QQIXY0VsyzytKDzpU0cfPJ0g==,#000000,"261,446"
2022-04-03 17:54:29.296 UTC,14R+5QLusSvwpfZTwp0OhRxt9t63DgoF7627bnRionZOf1tmDKeVHrMTha5CVq02ln/TP5pRyENl4QCUnItNGw==,#898D90,"1655,247"
2022-04-03 17:54:29.298 UTC,azcLR6iJlPBt94JeiZDsXaduONwi0rNDhHEmdpHHmYBZikzjDlPZiWhebo85bnqfd2KavDe+drwMarL8uBtowQ==,#FF4500,"440,501"
2022-04-03 17:54:29.301 UTC,npksV0Ya4RNpVV96Mo0MUzT+GTwAI9ENCrdJwMCOrNp/dWitA+xs/SVa+I+xoPs2rNYPdfnc/lFuCYBunJ1WBA==,#FFD635,"1655,256"
2022-04-03 17:54:29.302 UTC,vVsseYnhyP8AXOPdjZdcTMRCwaS2M4Slef3KB8qg5GYDnlq268+TZKrUYqtl59Wk4064Ud1VWVx9ToerRz9JQw==,#2450A4,"1504,469"
2022-04-03 17:54:29.303 UTC,VtDHgRke7ftCel+zVeSDMgNA67YmY0ZeCBEExYiuiBwFuinOCXlUtLzIm1bFFBNaacnLKIXlccUlAgPhpdAq+A==,#FF4500,"397,495"
